source,wbez_ids,wbez_idn,gci_id,ncessch,selectiveenrollment,charter,closed,turn,other,build_close,C_T,multaction,newschool,schnam_first,schnam_last,schnam_action,address_first,address_last,address_action,city,state,lzip_action,address_full,tract2000_nces,tract2010_nces,newschool_yr,action_yr,open98,open99,open00,open01,open02,open03,open04,open05,open06,open07,open08,open09,open10,open11,open12,open13,type_all
NCES,,,,170993004960,0,0,1,0,0,0,1,0,0,DOUGLASS MIDDLE ACADEMY,DOUGLASS F JUNIOR HIGH ACADEMY,DOUGLASS  F JUNIOR HIGH ACADEMY,543 NORTH WALLER AV,543 NORTH WALLER AV,543 NORTH WALLER AV,CHICAGO,IL,60644,"543 NORTH WALLER AVE, CHICAGO, IL 60644",2514,2514,,2005,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,HS
NCES,24,,610,170993000802,0,0,1,0,0,0,1,1,0,GRANT ELEMENTARY SCHOOL,GRANT ELEMENTARY COMMUNITY ACADEMY,GRANT ELEMENTARY COMMUNITY ACADEMY,145 SOUTH CAMPBELL AV,145 SOUTH CAMPBELL AV,145 SOUTH CAMPBELL AV,CHICAGO,IL,60612,"145 SOUTH CAMPBELL AVE, CHICAGO, IL 60612",2808,2808,,2005,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,ES
NCES,27,,189,170993000779,0,0,1,0,0,0,1,1,0,ENGLEWOOD TECHNICAL PREP ACADEMY HIGH SCHOOL,ENGLEWOOD TECHNICAL PREP ACADEMY HIGH SCHOOL,ENGLEWOOD TECHNICAL PREP ACADEMY HIGH SCHOOL,6201 SOUTH STEWART AV,6201 SOUTH STEWART AV,6201 SOUTH STEWART AV,CHICAGO,IL,60621,"6201 SOUTH STEWART AVE, CHICAGO, IL 60621",6802,8346,,2005,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,HS
NCES,34,,182,170993000592,0,0,1,0,0,0,1,0,0,FRAZIER ELEMENTARY SCHOOL,FRAZIER ELEMENTARY SCHOOL,FRAZIER ELEMENTARY SCHOOL,4027 WEST GRENSHAW ST,4027 WEST GRENSHAW ST,4027 WEST GRENSHAW ST,CHICAGO,IL,60624,"4027 WEST GRENSHAW ST, CHICAGO, IL 60624",2908,8430,,2006,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,ES
NCES,37,,323,170993000767,0,0,1,0,0,0,1,0,0,FARREN FINE ARTS ELEMENTARY SCHOOL,FARREN FINE ARTS ELEMENTARY SCHOOL,FARREN FINE ARTS ELEMENTARY SCHOOL,5055 SOUTH STATE ST,5055 SOUTH STATE ST,5055 SOUTH STATE ST,CHICAGO,IL,60609,"5055 SOUTH STATE ST, CHICAGO, IL 60609",3818,3818,,2006,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,ES
NCES,39,,535,170993000975,0,0,1,0,0,0,1,0,0,MORSE ELEMENTARY SCHOOL,MORSE ELEMENTARY SCHOOL,MORSE ELEMENTARY SCHOOL,620 NORTH SAWYER AV,620 NORTH SAWYER AV,620 NORTH SAWYER AV,CHICAGO,IL,60624,"620 NORTH SAWYER AVE, CHICAGO, IL 60624",2316,8367,,2006,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,ES
NCES,40,,320,170993004961,0,0,1,0,0,0,1,0,0,ARAI MIDDLE SCHOOL,ARAI INTL CPS SCHOLARS MIDDLE SCHOOL,ARAI INTL CPS SCHOLARS MIDDLE SCHOOL,900 WEST WILSON AV,900 WEST WILSON AV,900 WEST WILSON AV,CHICAGO,IL,60640,"900 WEST WILSON AVE, CHICAGO, IL 60640",315,315.01,,2006,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,MS
NCES,29,,651,170993001085,0,0,0,1,0,0,1,0,0,SHERMAN ELEMENTARY SCHOOL,SHERMAN ELEMENTARY SCHOOL,SHERMAN ELEMENTARY SCHOOL,1000 WEST 52ND ST,1000 WEST 52ND ST,1000 WEST 52ND ST,CHICAGO,IL,60609,"1000 WEST 52ND ST, CHICAGO, IL 60609",6120,6120,,2006,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,ES
NCES,30,,232,170993000688,0,0,1,0,0,0,1,0,0,COLLINS HIGH SCHOOL,COLLINS HIGH SCHOOL,COLLINS HIGH SCHOOL,1313 SOUTH SACRAMENTO DR,1313 SOUTH SACRAMENTO DR,1313 SOUTH SACRAMENTO DR,CHICAGO,IL,60623,"1313 SOUTH SACRAMENTO DR, CHICAGO, IL 60623",2914,8431,,2006,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,HS
NCES,38,,,170993000954,0,0,1,0,0,0,1,0,0,LINDBLOM TECHNICAL HIGH SCHOOL,LINDBLOM COLLEGE PREP H S,LINDBLOM COLLEGE PREP H S,6130 SOUTH WOLCOTT AV,6130 SOUTH WOLCOTT AV,6130 SOUTH WOLCOTT AV,CHICAGO,IL,60636,"6130 SOUTH WOLCOTT AVE, CHICAGO, IL 60636",6706,6706,,2006,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,HS
NCES,35,,313,170993000761,0,0,1,0,0,0,1,1,0,DUSABLE HIGH SCHOOL,DUSABLE HIGH SCHOOL,DUSABLE HIGH SCHOOL,4934 SOUTH WABASH AV,4934 SOUTH WABASH AV,4934 SOUTH WABASH AV,CHICAGO,IL,60615,"4934 SOUTH WABASH AVE, CHICAGO, IL 60615",3818,3818,,2006,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,HS
NCES,31,,308,170993000631,0,0,1,0,0,0,1,1,0,BOWEN HIGH SCHOOL,BOWEN HIGH SCHOOL,BOWEN HIGH SCHOOL,2710 EAST 89TH ST,2710 EAST 89TH ST,2710 EAST 89TH ST,CHICAGO,IL,60617,"2710 EAST 89TH ST, CHICAGO, IL 60617",4606,4606,,2006,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,HS
NCES,43,,329,170993000908,1,0,1,0,0,0,1,0,0,LEMOYNE ELEMENTARY SCHOOL,LEMOYNE ELEMENTARY SCHOOL,LEMOYNE ELEMENTARY SCHOOL,851 WEST WAVELAND AV,851 WEST WAVELAND AV,851 WEST WAVELAND AV,CHICAGO,IL,60613,"851 WEST WAVEELAND AVE, CHICAGO, IL 60613",610,610,,2007,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,ES
NCES,42,,324,170993000830,0,0,0,1,0,0,1,0,0,HARVARD ELEMENTARY SCHOOL,HARVARD ELEMENTARY SCHOOL,HARVARD ELEMENTARY SCHOOL,7525 SOUTH HARVARD AV,7525 SOUTH HARVARD AV,7525 SOUTH HARVARD,CHICAGO,IL,60620,"7525 SOUTH HARVARD, CHICAGO, IL 60620",6912,6912,,2007,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,ES
NCES,41,,642,"170993000798, 170993005671",0,0,1,0,1,1,1,1,0,WESTINGHOUSE VOCATIONAL HIGH SCHOOL,WESTINGHOUSE CAREER ACADEMY HIGH SCHOOL,WESTINGHOUSE CAREER ACADEMY HIGH SCHOOL,3301 WEST FRANKLIN BL,3301 WEST FRANKLIN BL,3301 WEST FRANKLIN BL,CHICAGO,IL,60624,"3301 WEST FRANKLIN BL, CHICAGO, IL 60624",2316,8367,,2007,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,HS
NCES,46,,150,170993005150,0,0,1,0,0,0,1,0,0,DE LA CRUZ ELEMENTARY MATH & SCI SPEC,DE LA CRUZ ELEMENTARY MATH & SCI SPEC,DE LA CRUZ ELEMENTARY MATH & SCI SPEC,2317 WEST 23RD PL,2317 WEST 23RD PL,2317 WEST 23RD PL,CHICAGO,IL,60608,"2317 WEST 23RD PL, CHICAGO, IL 60608",3113,8413,,2008,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,ES
NCES,55,,615,170993001049,0,0,1,0,0,0,1,1,0,JOHNS ELEMENTARY COMMUNITY ACADEMY,JOHNS ELEMENTARY COMMUNITY ACADEMY,JOHNS ELEMENTARY COMMUNITY ACADEMY,6936 SOUTH HERMITAGE AV,6936 SOUTH HERMITAGE AV,6936 SOUTH HERMITAGE AV,CHICAGO,IL,60636,"6936 SOUTH HERMITAGE AVE, CHICAGO, IL 60636",6715,6715,,2008,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,ES
NCES,47,,305,170993000423,1,0,1,0,0,0,1,0,0,IRVING PARK MIDDLE SCHOOL,IRVING PARK MIDDLE SCHOOL,IRVING PARK MIDDLE SCHOOL,3815 NORTH KEDVALE AV,3815 NORTH KEDVALE AV,3815 NORTH KEDVALE AV,CHICAGO,IL,60641,"3815 NORTH KEDVALE AVE, CHICAGO, IL 60641",1610,1610,,2008,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,MS
NCES,51,,444,170993001217,0,0,0,1,0,0,1,0,0,COPERNICUS ELEMENTARY SCHOOL,LANGFORD A ELEMENTARY SCHOOL,COPERNICUS ELEMENTARY SCHOOL,6010 SOUTH THROOP ST,6010 SOUTH THROOP ST,6010 SOUTH THROOP ST,CHICAGO,IL,60636,"6010 SOUTH THROOP ST, CHICAGO, IL 60636",6709,6709,,2008,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,ES
NCES,48,,424,170993004956,0,0,0,1,0,0,1,1,0,MORTON ELEMENTARY CAREER ACADEMY,MORTON ELEMENTARY CAREER ACADEMY,MORTON ELEMENTARY CAREER ACADEMY,431 NORTH TROY ST,431 NORTH TROY ST,431 NORTH TROY ST,CHICAGO,IL,60612,"431 NORTH TROY ST, CHICAGO, IL 60612",2317,8367,,2008,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,ES
NCES,54,,,170993000620,0,0,1,0,0,0,1,0,0,MILES DAVIS ELEMENTARY ACADEMY,DAVIS M ELEMENTARY ACADEMY,DAVIS  M ELEMENTARY ACADEMY,6723 SOUTH WOOD ST,6723 SOUTH WOOD ST,6723 SOUTH WOOD ST,CHICAGO,IL,60636,"6723 SOUTH WOOD ST, CHICAGO, IL 60636",6715,6715,,2008,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,ES
NCES,60,,99,170993004953,0,0,1,0,0,0,1,1,0,CARVER MIDDLE SCHOOL,CARVER MIDDLE SCHOOL,CARVER MIDDLE SCHOOL,801 EAST 133RD PL,801 EAST 133RD PL,801 EAST 133RD PL,CHICAGO,IL,60827,"801 EAST 133RD PL, CHICAGO, IL 60827",5401,5401.01,,2008,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,ES
NCES,52,,348,170993000883,1,0,0,0,1,0,0,0,0,KERSHAW ELEMENTARY SCHOOL,KERSHAW ELEMENTARY SCHOOL,KERSHAW ELEMENTARY SCHOOL,6450 SOUTH LOWE AV,6450 SOUTH LOWE AV,6450 SOUTH LOWE AV,CHICAGO,IL,60621,"6450 SOUTH LOWE AVE, CHICAGO, IL 60621",6809,6809,,2008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ES
NCES,,,304,170993000867,0,0,1,0,0,0,1,0,0,IRVING ELEMENTARY SCHOOL,IRVING ELEMENTARY SCHOOL,IRVING ELEMENTARY SCHOOL,749 SOUTH OAKLEY BL,749 SOUTH OAKLEY BL,749 SOUTH OAKLEY BL,CHICAGO,IL,60612,"749 SOUTH OAKLEY BL, CHICAGO, IL 60612",2829,8382,,2008,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,ES
NCES,45,,235,170993000790,0,0,1,0,0,0,1,0,0,GLADSTONE ELEMENTARY SCHOOL,GLADSTONE ELEMENTARY SCHOOL,GLADSTONE ELEMENTARY SCHOOL,1231 SOUTH DAMEN AV,1231 SOUTH DAMEN AV,1231 SOUTH DAMEN AV,CHICAGO,IL,60608,"1231 SOUTH DAMEN AVE, CHICAGO, IL 60608",2841,8429,,2008,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,ES
NCES,44,,15,170993000902,1,0,1,0,0,0,1,0,0,ANDERSEN ELEMENTARY SCHOOL,ANDERSEN H C ELEMENTARY COMMUNITY ACADEMY,ANDERSEN  H C ELEMENTARY COMMUNITY ACADEMY,1148 NORTH HONORE ST,4747 SOUTH WINCHESTER AV,1148 NORTH HONORE ST,CHICAGO,IL,60622,"1148 NORTH HONORE ST, CHICAGO, IL 60622",2422,2422,,2008,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,ES
NCES,56,,337,170993000862,0,0,0,1,0,0,1,0,0,HOWE ELEMENTARY SCHOOL,HOWE ELEMENTARY SCHOOL,HOWE ELEMENTARY SCHOOL,720 NORTH LOREL AV,720 NORTH LOREL AV,720 NORTH LOREL AV,CHICAGO,IL,60644,"720 NORTH LOREL AVE, CHICAGO, IL 60644",2515,2515,,2008,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,ES
NCES,49,,521,170993000780,0,0,0,1,0,0,1,0,0,FULTON ELEMENTARY SCHOOL,FULTON ELEMENTARY SCHOOL,FULTON ELEMENTARY SCHOOL,5300 SOUTH HERMITAGE AV,5300 SOUTH HERMITAGE AV,5300 SOUTH HERMITAGE AV,CHICAGO,IL,60609,"5300 SOUTH HERMITAGE AVE, CHICAGO, IL 60609",6118,6118,,2008,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,ES
NCES,53,,650,170993000852,0,0,0,1,0,0,1,1,0,HARPER HIGH SCHOOL,HARPER HIGH SCHOOL,HARPER HIGH SCHOOL,6520 SOUTH WOOD ST,6520 SOUTH WOOD ST,6520 SOUTH WOOD ST,CHICAGO,IL,60636,"6520 SOUTH WOOD ST, CHICAGO, IL 60636",6713,6713,,2008,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,HS
NCES,66,,443,170993001363,0,0,1,0,0,0,1,0,0,NIA ELEMENTARY SCHOOL,NIA MIDDLE ELEMENTARY SCHOOL,NIA MIDDLE ELEMENTARY SCHOOL,2040 WEST ADAMS ST,2040 WEST ADAMS ST,2040 WEST ADAMS ST,CHICAGO,IL,60612,"2040 WEST ADAMS ST, CHICAGO, IL 60612",2813,8380,,2009,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,MS
NCES,67,,212,170993000749,0,0,1,0,0,0,1,0,0,FOUNDATIONS ELEMENTARY SCHOOL,FOUNDATIONS ELEMENTARY SCHOOL,FOUNDATIONS ELEMENTARY SCHOOL,2040 WEST ADAMS ST,2040 WEST ADAMS ST,2040 WEST ADAMS ST,CHICAGO,IL,60612,"2040 WEST ADAMS ST, CHICAGO, IL 60612",2813,8380,,2009,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,ES
NCES,69,,1,170993000686,0,0,1,0,0,0,1,0,0,ABBOTT ELEMENTARY SCHOOL,ABBOTT ELEMENTARY SCHOOL,ABBOTT ELEMENTARY SCHOOL,3630 SOUTH WELLS ST,3630 SOUTH WELLS ST,3630 SOUTH WELLS ST,CHICAGO,IL,60609,"3630 SOUTH WELLS ST, CHICAGO, IL 60609",3406,3406,,2009,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,ES
NCES,73,,542,170993001075,0,0,1,0,0,0,1,0,0,SCHILLER ELEMENTARY SCHOOL,SCHILLER ELEMENTARY SCHOOL,SCHILLER ELEMENTARY SCHOOL,640 WEST SCOTT ST,640 WEST SCOTT ST,640 WEST SCOTT ST,CHICAGO,IL,60610,"640 WEST SCOTT ST, CHICAGO, IL 60610",805,8422,,2009,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,MS
NCES,63,,409,170993000961,0,0,1,0,0,0,1,0,0,MEDILL PRIMARY SCHOOL,MEDILL ELEMENTARY SCHOOL,MEDILL ELEMENTARY SCHOOL,1301 WEST 14TH ST,1301 WEST 14TH ST,1301 WEST 14TH ST,CHICAGO,IL,60608,"1301 WEST 14TH ST, CHICAGO, IL 60608",2839,8429,,2009,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,ES
NCES,76,,52,170993001208,0,0,1,0,0,0,1,1,0,BEST PRACTICES HIGH SCHOOL,BEST PRACTICE HIGH SCHOOL,BEST PRACTICE HIGH SCHOOL,2040 WEST ADAMS ST,2040 WEST ADAMS ST,2040 WEST ADAMS ST,CHICAGO,IL,60612,"2040 WEST ADAMS ST, CHICAGO, IL 60612",2813,8380,,2009,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,HS
NCES,64,,330,170993000880,0,0,0,1,0,0,1,0,0,JOHNSON ELEMENTARY SCHOOL,JOHNSON ELEMENTARY SCHOOL,JOHNSON ELEMENTARY SCHOOL,1420 SOUTH ALBANY AV,1420 SOUTH ALBANY AV,1420 SOUTH ALBANY AV,CHICAGO,IL,60623,"1420 SOUTH ALBANY AVE, CHICAGO, IL 60623",2914,8431,,2009,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,ES
NCES,65,,336,170993000906,0,0,1,0,0,0,1,0,0,LATHROP ELEMENTARY SCHOOL,LATHROP ELEMENTARY SCHOOL,LATHROP ELEMENTARY SCHOOL,1440 SOUTH CHRISTIANA AV,1440 SOUTH CHRISTIANA AV,1440 SOUTH CHRISTIANA AV,CHICAGO,IL,60623,"1440 SOUTH CHRISTIANA AVE, CHICAGO, IL 60623",2913,8415,,2009,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,ES
NCES,68,,394,170993000608.1,0,0,0,1,0,0,1,1,0,BETHUNE ELEMENTARY SCHOOL,BETHUNE ELEMENTARY SCHOOL,BETHUNE ELEMENTARY SCHOOL,3030 WEST ARTHINGTON ST,3030 WEST ARTHINGTON ST,3030 WEST ARTHINGTON ST,CHICAGO,IL,60612,"3030 WEST ARTHINGTON ST, CHICAGO, IL 60612",2717,8373,,2009,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,ES
NCES,72,,624,170993001053,0,0,1,0,0,0,1,0,0,REED ELEMENTARY SCHOOL,REED ELEMENTARY SCHOOL,REED ELEMENTARY SCHOOL,6350 SOUTH STEWART AV,6350 SOUTH STEWART AV,6350 SOUTH STEWART AV,CHICAGO,IL,60621,"6350 SOUTH STEWART AVE, CHICAGO, IL 60621",6809,6809,,2009,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,ES
NCES,61,,202,"170993000792, 170993005067",0,0,0,1,0,0,1,0,0,FENGER ACADEMY HIGH SCHOOL,FENGER ACADEMY HIGH SCHOOL,FENGER ACADEMY HIGH SCHOOL,11220 SOUTH WALLACE ST,11220 SOUTH WALLACE ST,11220 SOUTH WALLACE ST,CHICAGO,IL,60628,"11220 SOUTH WALLACE ST, CHICAGO, IL 60628",4912,4912,,2009,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,HS
NCES,71,,166,170993000682,0,0,0,1,0,0,1,0,0,DULLES ELEMENTARY SCHOOL,DULLES ELEMENTARY SCHOOL,DULLES ELEMENTARY SCHOOL,6311 SOUTH CALUMET AV,6311 SOUTH CALUMET AV,6311 SOUTH CALUMET AV,CHICAGO,IL,60637,"6311 SOUTH CALUMET AVE, CHICAGO, IL 60637",6901,8425,,2009,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,ES
NCES,84,,,170993000701,0,0,1,0,0,0,1,0,0,LAS CASAS OCCUPATIONAL HIGH SCHOOL,LAS CASAS OCCUPATIONAL HIGH SCHOOL,LAS CASAS OCCUPATIONAL HIGH SCHOOL,8401 SOUTH SAGINAW AV,8401 SOUTH SAGINAW AV,8401 SOUTH SAGINAW AV,CHICAGO,IL,60617,"8401 SOUTH SAGINAW AVE, CHICAGO, IL 60617",4603,4603.01,,2010,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,HS
NCES,81,,278,170993000953,0,0,1,0,0,0,1,0,0,MCCORKLE ELEMENTARY SCHOOL,MCCORKLE ELEMENTARY SCHOOL,MCCORKLE ELEMENTARY SCHOOL,4421 SOUTH STATE ST,4421 SOUTH STATE ST,4421 SOUTH STATE ST,CHICAGO,IL,60609,"4421 SOUTH STATE ST, CHICAGO, IL 60609",3807,3807,,2010,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,MS
NCES,78,,230,170993001078,0,0,1,0,0,0,1,0,0,SCHNEIDER ELEMENTARY SCHOOL,SCHNEIDER ELEMENTARY SCHOOL,SCHNEIDER ELEMENTARY SCHOOL,2957 NORTH HOYNE AV,2957 NORTH HOYNE AV,2957 NORTH HOYNE AV,CHICAGO,IL,60618,"2957 NORTH HOYNE AVE, CHICAGO, IL 60618",514,514,,2010,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,ES
NCES,82,,107,170993000691,0,0,0,1,0,0,1,0,0,DENEEN ELEMENTARY SCHOOL,DENEEN ELEMENTARY SCHOOL,DENEEN ELEMENTARY SCHOOL,7240 SOUTH WABASH AV,7240 SOUTH WABASH AV,7240 SOUTH WABASH AV,CHICAGO,IL,60619,"7240 SOUTH WABASH AVE, CHICAGO, IL 60619",6910,6910,,2010,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,ES
NCES,77,,635,"170993001061, 170993005063",0,0,0,1,0,0,1,0,0,PHILLIPS HIGH SCHOOL ACADEMY,PHILLIPS ACADEMY HIGH SCHOOL,PHILLIPS ACADEMY HIGH SCHOOL,244 EAST PERSHING RD,244 EAST PERSHING RD,244 EAST PERSHING RD,CHICAGO,IL,60653,"244 EAST PERSHING RD, CHICAGO, IL 60653",3513,8396,,2010,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,HS
NCES,79,,233,170993000650,0,0,0,1,0,0,1,0,0,CURTIS ELEMENTARY SCHOOL,CURTIS ELEMENTARY SCHOOL,CURTIS ELEMENTARY SCHOOL,32 EAST 115TH ST,32 EAST 115TH ST,32 EAST 115TH ST,CHICAGO,IL,60628,"32 EAST 115TH ST, CHICAGO, IL 60628",4914,4914,,2010,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,ES
NCES,80,,326,170993000972,0,0,0,1,0,0,1,0,0,MARSHALL METROPOLITAN HIGH SCHOOL,MARSHALL METROPOLITAN HIGH SCHOOL,MARSHALL METROPOLITAN HIGH SCHOOL,3250 WEST ADAMS ST,3250 WEST ADAMS ST,3250 WEST ADAMS ST,CHICAGO,IL,60624,"3250 WEST ADAMS ST, CHICAGO, IL 60624",2713,2713,,2010,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,HS
NCES,83,,432,170993000614,0,0,0,1,0,0,1,0,0,BRADWELL ELEMENTARY SCHOOL,BRADWELL COMM ARTS & SCI ELEMENTARY SCHOOL,BRADWELL COMM ARTS & SCI ELEMENTARY SCHOOL,7736 SOUTH BURNHAM AV,7736 SOUTH BURNHAM AV,7736 SOUTH BURNHAM AV,CHICAGO,IL,60649,"7736 SOUTH BURNHAM AVE, CHICAGO, IL 60649",4313,4313.01,,2010,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,ES
NCES,,,,170993002043,0,0,1,0,0,0,1,0,0,ALTERNATIVE SCHOOL 8TH FLOOR,SAFE SCHOOLS ALTERNATIVE HIGH SCHOOL,SAFE SCHOOLS ALTERNATIVE HIGH SCHOOL,125 SOUTH CLARK,4655 SOUTH DEARBORN ST,4655 SOUTH DEARBORN ST,CHICAGO,IL,60609,"4655 SOUTH DEARBORN ST, CHICAGO, IL 60609",3816,8357,,2011,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,HS
